Manufacturername,Turbine_ID,Turbine_name,kWat0.0m/s,kWat0.5m/s,kWat1.0m/s,kWat1.5m/s,kWat2.0m/s,kWat2.5m/s,kWat3.0m/s,kWat3.5m/s,kWat4.0m/s,kWat4.5m/s,kWat5.0m/s,kWat5.5m/s,kWat6.0m/s,kWat6.5m/s,kWat7.0m/s,kWat7.5m/s,kWat8.0m/s,kWat8.5m/s,kWat9.0m/s,kWat9.5m/s,kWat10.0m/s,kWat10.5m/s,kWat11.0m/s,kWat11.5m/s,kWat12.0m/s,kWat12.5m/s,kWat13.0m/s,kWat13.5m/s,kWat14.0m/s,kWat14.5m/s,kWat15.0m/s,kWat15.5m/s,kWat16.0m/s,kWat16.5m/s,kWat17.0m/s,kWat17.5m/s,kWat18.0m/s,kWat18.5m/s,kWat19.0m/s,kWat19.5m/s,kWat20.0m/s,kWat20.5m/s,kWat21.0m/s,kWat21.5m/s,kWat22.0m/s,kWat22.5m/s,kWat23.0m/s,kWat23.5m/s,kWat24.0m/s,kWat24.5m/s,kWat25.0m/s,kWat25.5m/s,kWat26.0m/s,kWat26.5m/s,kWat27.0m/s,kWat27.5m/s,kWat28.0m/s,kWat28.5m/s,kWat29.0m/s,kWat29.5m/s,kWat30.0m/s,kWat30.5m/s,kWat31.0m/s,kWat31.5m/s,kWat32.0m/s,kWat32.5m/s,kWat33.0m/s,kWat33.5m/s,kWat34.0m/s,kWat34.5m/s,kWat35.0m/s
Vestas,30,V80/2000,0,0,0,0,0,0,0,35,70,117,165,225,285,372,459,580,701,832,964,1127,1289,1428,1567,1678,1788,1865,1941,1966,1990,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
